Company Name,Category,Street_Address,City,State_Parsed,ZIP_Parsed,Lat / Long,Capacity
Bay State Milling Co.,Grain,360 Hanson Way,Woodland,CA,95776,,
Bay State Milling Co.,Flour mills,360 Hanson Way,Woodland,CA,95776,,720 cwts
Bay State Milling Co.,Specialty Mills,360 Hanson Way,Woodland,CA,95776,,600 cwts.
Bay State Milling Co.,Specialty Mills,360 Hanson Way,Woodland,CA,95776,,720 cwts
Bay State Milling Co.,Specialty Mills,360 Hanson Way,Woodland,CA,95776,,960 cwts.
Bay State Milling Co.,Specialty Mills,360 Hanson Way,Woodland,CA,95776,,
Bay State Milling Co.,Specialty Mills,360 Hanson Way,Woodland,CA,95776,,720 cwts
Bay State Milling Co.,Specialty Mills,360 Hanson Way,Woodland,CA,95776,,"1,440 cwts"
Bay State Milling Co.,Specialty Mills,360 Hanson Way,Woodland,CA,95776,,"1,680 cwts."
Bay State Milling Co.,Specialty Mills,360 Hanson Way,Woodland,CA,95776,,960 cwts.
Bay State Milling Co.,Specialty Mills,360 Hanson Way,Woodland,CA,95776,,960 cwts.
Bay State Milling Co.,Specialty Mills,360 Hanson Way,Woodland,CA,95776,,"1,680 cwts."
Bay State Milling Co.,Mix Plants,360 Hanson Way,Woodland,CA,95776,,
"General Mills, Inc.",Grain,3600 Dight Ave. S.,Minneapolis,MN,55406,,"4,055,000 bus up."
Grain Craft,Flour mills,3601 First Ave. S.,Billings,MT,59101,,"6,400 cwts"
Grain Craft,Grain,"3601 First Ave. S., P.O. Box 30877",Billings,MT,59101,,"562,000 bus up."
Cooperative Elevator Co.,Grain,3615 S. Davis St.,Akron,MI,48701,,"2,500,000 bus up"
Assumption Co-Op Grain Co.,Grain,365 N. 2500 E. Rd.,Pana,IL,62557,,"4,428,000 bus up; 2,031,000 bus fl."
"Perdue Agribusiness Grain, Llc",Grain,37 Delaware Ave.,Hurlock,MD,21643,,"935,000 bus up."
"Bruce Oakley, Inc.",Grain,3700 Lincoln Ave.,North Little Rock,AR,72114,,"2,100,000 bus up."
"Busch Agricultural Resources, Inc.",Grain,3723 CR 905,Jonesboro,AR,72401,,
Adm Milling Co.,Grain,3745 Hiawatha Ave. S.,Minneapolis,MN,55406,,"800,000 bus up"
Adm Milling Co.,Flour mills,3745 Hiawatha Ave. S.,Minneapolis,MN,55406,,"10,000 cwts"
Ardent Mills,Grain,3750 Wynkoop,Denver,CO,80216,,"350,000 bus up."
"Brill, Inc.",Mix Plants,3765 Walden Ave.,Lancaster,NY,14086,,
Consolidated Grain & Barge Co.,Grain,"377 W. First St., P.O. Box 427",Dallas City,IL,62330,,"1,556,000 bus up."
Consolidated Grain & Barge Co.,Grain,379 Phillips 423,Elaine,AR,72333,,
"The Andersons, Inc.",Grain,"3822 State Rte. 120, P.O. Box G",Metamora,OH,43540,,"5,797,000 bus up."
"Perdue Agribusiness Grain, Llc",Grain,3827 Vincent Rd.,Linkwood,MD,21835,,"150,000 bus up."
"Columbia Grain & Ingredients, Inc.",Grain,3830 N.W. Brown Rd.,Lake City,FL,32055,,"560,000 bus up; 10,000 bus fl."
The Scoular Company,Grain,3830 NW Brown Rd.,Lake City,FL,32055,,"570,o00 bus up; 400,000 bus fl."
"The Andersons, Inc.",Grain,3854 N. Anderson Dr.,Delphi,IN,46923,,"2,500,000 bus up; 4,300,000 bus fl."
Consolidated Grain & Barge Co.,Grain,3854 N. Illinois 130,Olney,IL,62450,,"3,836,000 bus up."
Archer Daniels Midland Co.,Grain,38580 190th St.,Hitchcock,SD,57348,,"2,300,000 bus up"
"New Cooperative, Inc.",Grain,"390 E. Fifth St., P.O. Box 127",Garner,IA,50438,,
"Okomo Grain Co., Inc.",Grain,3905 W. 600 N.,Anderson,IN,46011,,"2,750,000 bus up; 6,650,000 bus fl"
Archer Daniels Midland Co.,Grain,391 E. Lewis St.,Niantic,IL,62551,,"4,200,000 bus up"
Ardent Mills,Grain,3939 Producers Dr.,Stockton,CA,95206,,"900,000 bus up."
Ardent Mills,Flour mills,3939 Producers Dr.,Stockton,CA,95206,,"15,000 cwts"
Ardent Mills,Specialty Mills,3939 Producers Dr.,Stockton,CA,95206,,
"Cargill, Incorporated",Grain,3940 N.W. Silverlake Rd.,Topeka,KS,66608,,
Adm Milling Co.,Grain,398 E. San Antonio St.,New Braunfels,TX,78130,,"300,000 bus up"
United Cooperative,Grain,399 Railroad St.,Rock Springs,WI,53961,,"4,441,000 bus up"
"Co-Alliance, Llp",Grain,399 S. State Rd. 49,Valparaiso,IN,46383,,"4,700,000 bus up"
Mennel Grain – Kingston,Grain,4 Railroad St.,Kingston,OH,45644,,"2,309,000 bus up."
"Bartlett Grain Company, Lp",Grain,400 29th Ave.,Council Bluffs,IA,51501,,"1,630,000 bus up."
"Bartlett Grain Company, Lp",Grain,400 29th Ave.,Council Bluffs,IA,51501,,"1,630,000 bus up"
"Louis Dreyfus Company, Llc",Grain,400 Cooper Sand Pit Rd.,West Memphis,AR,72301,,"780,000 bus up."
Alliance Grain Co.,Grain,400 E. Main,Cabery,IL,60919,,"1,288,000 bus up."
"Viterra Usa Grain, Llc",Grain,"400 N. Main St., P.O. Box 937",Superior,WI,54880,,"8,709,000 bus up"
Consolidated Grain & Barge Co.,Grain,400 N. Santa Fe,Shattuck,OK,73858,,"3,240,000 bus up."
Bay State Milling Co.,Grain,"400 Platte St., P.O. Box 1110",Platteville,CO,80651,,"528,000 bus up."
Bay State Milling Co.,Flour mills,"400 Platte St., P.O. Box 1110",Platteville,CO,80651,,"4,900 cwts"
Bay State Milling Co.,Specialty Mills,"400 Platte St., P.O. Box 1110",Platteville,CO,80651,,
Bay State Milling Co.,Specialty Mills,"400 Platte St., P.O. Box 1110",Platteville,CO,80651,,
Bay State Milling Co.,Specialty Mills,"400 Platte St., P.O. Box 1110",Platteville,CO,80651,,"3,500 cwts."
"Cargill, Incorporated",Grain,"400 Riverview Dr., P.O. Box 250",Ord,NE,68862,,"1,120,000 bus up."
"Temco, Llc",Grain,400 Toteff Rd.,Kalama,WA,98625,,"6,400,000 bus up"
Adm Corn Processing Division,Specialty Mills,400 W. Erie Rd.,Marshall,MN,56258,,
"Riviana Foods, Inc.",Specialty Mills,400 W. Main St.,Carlisle,AR,72024,,
Sunrise Cooperative,Grain,400 W. Walnut St.,Botkins,OH,45306,,"4,000,000 bus up."
Adm Milling Co.,Grain,4002 Bonnybrook Rd. S.E. Calgary,AB,,T2G 4M9,,"550,000 bus up"
Adm Milling Co.,Flour mills,4002 Bonnybrook Rd. S.E. Calgary,AB,,T2G 4M9,,"15,300 cwts"
Adm Milling Co.,Specialty Mills,4002 Bonnybrook Rd. S.E. Calgary,AB,,T2G 4M9,,
Adm Milling Co.,Specialty Mills,"4002 Bonnybrook Rd. S.E., Calgary",AB,,T2G 4M9,,400 cwts
Prairie Mill Products,Flour mills,"401 E. Fourth St., P.O. Box 97",Rochester,IN,46975,,
Prairie Mill Products,Specialty Mills,"401 E. Fourth St., P.O. Box 97",Rochester,IN,46975,,"12,000 bus."
Prairie Mill Products,Mix Plants,"401 E. Fourth St., P.O. Box 97",Rochester,IN,46975,,
Ardent Mills,Grain,401 E. Industrial Ave.,Saginaw,TX,76139,,"3,428,000 bus up"
Ardent Mills,Flour mills,401 E. Industrial Ave.,Saginaw,TX,76131,,"27,500 cwts."
"Cargill, Incorporated",Grain,401 River Rd.,Pittsfield,IL,62363,,"1,773,000 bus up."
Consolidated Grain & Barge Co.,Grain,401 S. Main,La Grange,MO,63448,,"960,000 bus up."
Dakotamb,Flour mills,4014 15th Ave. N.W.,Fargo,ND,58102,,"2,400 cwts"
Dakotamb,Specialty Mills,4014 15th Ave. N.W.,Fargo,ND,58102,,960 cwts
Dakotamb,Specialty Mills,4014 15th Ave. N.W.,Fargo,ND,58102,,
Dakotamb,Specialty Mills,4014 15th Ave. N.W.,Fargo,ND,58102,,960 cwts
Dakotamb,Specialty Mills,4014 15th Ave. N.W.,Fargo,ND,58102,,"2,400 cwts"
Dakotamb,Specialty Mills,4014 15th Ave. N.W.,Fargo,ND,58102,,"2,400 cwts"
Dakotamb,Specialty Mills,4014 15th Ave. N.W.,Fargo,ND,58102,,960 cwts.
Dakotamb,Specialty Mills,4014 15th Ave. N.W.,Fargo,ND,58102,,"2,400 cwts."
Dakotamb,Mix Plants,4014 15th Ave. N.W.,Fargo,ND,58102,,
"Mfa, Inc.",Grain,402 10th St.,Glasgow,MO,65254,,"4,137,000 bus up."
Consolidated Grain & Barge Co.,Grain,402 E. Coffeen St.,Homer,IL,61849,,"6,814,000 bus up."
Farmers Cooperative,Grain,403 S.,Third Beatrice,NE,68310,,"3,940,000 bus up"
Bay State Milling Co.,Grain,404 Getty Ave.,Clifton,NJ,7011,,"500,000 bus up"
Bay State Milling Co.,Flour mills,404 Getty Ave.,Clifton,NJ,7011,,"13,500 cwts"
"Ray-Carroll County Grain Growers, Inc.",Grain,4040 Duncan Ave. St.,Louis,MO,63110,,"2,494,000 bus up."
Ingredion,Specialty Mills,4040 James St.,Cardinal,ON,K0E 1E0,,
"Columbia Grain International, Llc",Grain,405 Fifth St. E.,Gildford,MT,57525,,"350,000 bus up"
Landus Cooperative,Grain,406 First St.,Ralston,IA,51459,,
Archer Daniels Midland Co.,Grain,"406 Rte. 37, P.O. Box 182",Edgewood,IL,62426,,"853,000 bus up"
"Cargill, Incorporated",Grain,408 1st St,New Boston,IL,61272,,"137,000 bus up."
"Aurora Mills & Farm, Llc",Flour mills,408 Burton Rd.,Linneus,ME,4730,,60 cwts.
"Aurora Mills & Farm, Llc",Specialty Mills,408 Burton Rd.,Linneus,ME,4730,,
"Aurora Mills & Farm, Llc",Specialty Mills,408 Burton Rd.,Linneus,ME,4730,,
"Aurora Mills & Farm, Llc",Specialty Mills,408 Burton Rd.,Linneus,ME,4730,,
"Aurora Mills & Farm, Llc",Specialty Mills,408 Burton Rd.,Linneus,ME,4730,,
"Southern Rice & Cotton, Llc",Grain,408 Cole St,Harrisburg,AR,72432,,"2,600,000 bus up."
Ardent Mills,Grain,408 E. Magnolia St.,Sherman,TX,75090,,"650,000 bus up"
Ardent Mills,Flour mills,408 E. Magnolia St.,Sherman,TX,75090,,"8,500 cwts"
"Bartlett Grain Company, Lp",Grain,"408 Washington, P.O. Box 157",Hamburg,IA,51640,,"2,358,000 bus up."
Agwrx Cooperative,Grain,409 E. Fourth St.,Webster,SD,57274,,"1,500,000 bus up"
"Chs, Inc.",Grain,"41 Dock St., P.O. Box 518",Superior,WI,54880,,"18,537,000 bus up"
Frontier Cooperative Co.,Grain,"410 E. Third, P.O. Box 154",Mead,NE,68041,,"4,450,000 bus up; 2,200,000 bus fl."
"Cargill, Incorporated",Grain,"410 W. Malone, P.O. Box 340",Sikeston,MO,63801,,"1,753,000 bus up"
"The Andersons, Inc.",Grain,4114 N. 1600 E.,Buhl,ID,83316,,"185,000 bus up; 560,000 bus fl."
"Riceland Foods, Inc.",Grain,413 N.E. Second St.,Bradford,AR,72020,,"418,000 bus up."
Mennel Bakery Mix & Foodservice,Mix Plants,4136 Martel Rd.,Caledonia,OH,43314,,
"Attebury Grain, Inc.",Grain,"415 E. 11th St., P.O. Box 770",Plainview,TX,79073,,"7,086 bus up"
The Mennel Milling Co. Of Illinois,Flour mills,"415 E. Main, P.O. Box 255 Mount",Olive,IL,62069,,"2,400 cwts"
The Mennel Milling Co. Of Illinois,Specialty Mills,"415 E. Main, P.O. Box 255 Mount",Olive,IL,62069,,
Grain Craft,Flour mills,416 N.,Main McPherson,KS,67460,,"7,200 cwts"
Grain Craft,Grain,416 N. Main,McPherson,KS,67460,,"370,000 bus up."
"Cargill, Incorporated",Grain,"416 S. Front St., P.O. Box 1056",LaCrosse,WI,54602,,"155,000 bus up"
Archer Daniels Midland Co.,Grain,"417 E. Water St., P.O. Box 110",Sullivan,IL,61951,,"1,918,000 bus up."
"The Andersons, Inc.",Grain,417 S. Meridian Rd.,Hudson,MI,49247,,"617,000 bus up."
Nature'S Legacy,Flour mills,417 S. Meridian Rd.,Hudson,MI,49247,,480 cwts
Nature'S Legacy,Specialty Mills,417 S. Meridian Rd.,Hudson,MI,49247,,
Nature’S Legacy,Specialty Mills,417 S. Meridian Rd.,Hudson,MI,49247,,
Nature’S Legacy,Specialty Mills,417 S. Meridian Rd.,Hudson,MI,49247,,
Nature’S Legacy (Purity Foods),Specialty Mills,417 S. Meridian Rd.,Hudson,MI,49247,,240 cwts.
Nature’S Legacy,Specialty Mills,417 S. Meridian Rd.,Hudson,MI,49247,,"50,000 cwts."
Nature'S Legacy,Mix Plants,417 S. Meridian Rd.,Hudson,MI,49247,,
Pepsico,Specialty Mills,418 Second St. N.E.,Cedar Rapids,IA,52401,,"20,000 bus."
Pepsico,Specialty Mills,418 Second St. N.E.,Cedar Rapids,IA,52401,,"1,000 cwts"
Pepsico,Specialty Mills,418 Second St. N.E.,Cedar Rapids,IA,52401,,"20,000 cwts"
Pepsico,Grain,"418 Second St. N.E., P.O. Box 1848",Cedar Rapids,IA,52406,,"10,000,000 bus up"
"The Andersons, Inc.",Grain,"4198 S. Huron Rd., P.O. Box 185",Standish,MI,48658,,"3,337,000 bus up"
Ardent Mills,Flour mills,4200 Sullivan Ave.,Columbus,OH,43228,,"7,000 cwts"
Ardent Mills,Grain,4200 Sullivant Ave.,Columbus,OH,43228,,"1,387,000 bus up."
"Cargill, Incorporated",Grain,"4201 S. Rte. 238 N.E., P.O. Box A",Bloomingburg,OH,43106,,"3,386,000 bus up."
Bay State Milling Co.,Grain,421 S. 99th Ave.,Tolleson,AZ,85353,,"2,600,000 bus up."
Bay State Milling Co.,Flour mills,421 S. 99th Ave.,Tolleson,AZ,85353,,"18,800 cwts"
Bay State Milling Co.,Specialty Mills,421 S. 99th Ave.,Tolleson,AZ,85353,,"4,300 cwts."
Bay State Milling Co.,Specialty Mills,421 S. 99th Ave.,Tolleson,AZ,85353,,
Bay State Milling Co.,Specialty Mills,421 S. 99th Ave.,Tolleson,AZ,85353,,
"Bunge-Scf Grain, Llc",Grain,42231 County Hwy. 2,Griggsville,IL,62340,,"7,213,000 bus up; 3,332,000 bus fl."
Cooperative Elevator Co.,Grain,4245 Pigeon Rd.,Elkton,MI,48731,,"5,500,000 bus up."
Landus Cooperative,Grain,"425 Harrison St. N., P.O. Box 45",Thompson,IA,50478,,"912,000 bus up; 913,000 bus fl."
"Viterra Usa Grain, Llc",Grain,425 S.,Fairmount Saginaw,TX,76179,,"15,341,000 bus up"
Mennex,Flour mills,425 S. Union St.,Fostoria,OH,44830,,
Mennex (The Mennel Milling Co. - Bakery & Foodservice Division),Specialty Mills,425 S. Union St.,Fostoria,OH,44830,,
Archer Daniels Midland Co.,Grain,4260 Groves Rd.,Columbus,OH,43232,,"5,850,000 bus up."
"Kaapa Grain, Llc",Grain,4270 Turkey Creek Rd.,Elm Creek,NE,68836,,"1,356,000 bus up"
"Perdue Agribusiness Grain, Llc",Grain,429 W. Main St.,Belhaven,NC,27810,,"500,000 bus up."
Adm Milling Co.,Grain,"430 Central Ave., N.E.",Cleveland,TN,37311,,"113,000 bus up"
Adm Milling Co.,Flour mills,430 E. Central Ave. N.E.,Cleveland,TN,37311,,"6,000 cwts."
"Cargill, Incorporated",Grain,430 S. Front St.,East St. Louis,IL,62201,,"3,302,000 bus up."
"The Andersons, Inc.",Grain,430 W. Oakville Rd.,Oakville,IN,47367,,"4,349,000 bus up; 1,800,000 bus fl."
Cpi,Grain,430 W. Welsch St.,Red Cloud,NE,68970,,"2,400,000 bus up"
"General Mills, Inc.",Flour mills,4309 Fruitland Ave.,Vernon,CA,90058,,"12,500 cwts"
"General Mills, Inc.",Grain,"4309 Fruitland Ave., P.O. Box 58705",Los Angeles,CA,90058,,"778,000 bus up."
"Viterra Usa Grain, Llc",Grain,4330 Seaway Dr.,Saginaw,MI,76179,,"2,451,000 bus up"
"Chs, Inc.",Grain,434 E. Ravenna Rd.,Belle Chasse,LA,70037,,"6,568,000 bus up."
"Harvest Rice (Otwell), Inc.",Specialty Mills,434 Hwy. 158 W.,Weiner,AR,72479,,
Consolidated Grain & Barge Co.,Grain,4344 Everett Lake Rd.,Dyersburg,TN,38030,,"2,298,000 bus up"
"Dawn Food Products, Inc.",Mix Plants,4370 Harvester Rd.,Burlington,ON,L7L 4X2,,
Thresher Artisan Wheat — American Falls,Grain,440 N. Oregon Trail,American Falls,ID,83221,,"1,954,500 bus up; 1,497,500 bus fl."
"Western Foods, Llc",Flour mills,"440 N. Pioneer Ave., Suite 200",Woodland,CA,95776,,
"Western Foods, Llc",Specialty Mills,"440 N. Pioneer Ave., Suite 200",Woodland,CA,95776,,
"Western Foods, Llc",Specialty Mills,"440 N. Pioneer Ave., Suite 200",Woodland,CA,95776,,
"Western Foods, Llc",Specialty Mills,"440 N. Pioneer Ave., Suite 200",Woodland,CA,95776,,
"Western Foods, Llc",Specialty Mills,"440 N. Pioneer Ave., Suite 200",Woodland,CA,95776,,
"Western Foods, Llc",Specialty Mills,"440 N. Pioneer Ave., Suite 200",Woodland,CA,95776,,
"Western Foods, Llc",Specialty Mills,"440 N. Pioneer Ave., Suite 200",Woodland,CA,95776,,
"Western Foods, Llc",Specialty Mills,"440 N. Pioneer Ave., Suite 200",Woodland,CA,95776,,
"Western Foods, Llc",Mix Plants,"440 N. Pioneer Ave., Suite 200",Woodland,CA,95776,,
"The Andersons, Inc.",Grain,441 Kuhlman Dr.,Toledo,OH,43609,,"7,232,000 bus up."
Archer Daniels Midland Co.,Grain,"4410 W. Military Ave., P.O. Box 434",Fremont,NE,68025,,"4,300,000 bus up."
Rogers Foods Ltd.,Flour mills,4420 Larkin Cross Rd.,Armstrong,BC,V0E 1B6,,"3,500 cwts"
Rogers Foods Ltd.,Specialty Mills,4420 Larkin Cross Rd.,Armstrong,BC,V0E 1B6,,
Rogers Foods Ltd.,Specialty Mills,4420 Larkin Cross Rd.,Armstrong,BC,V0E 1B6,,
Rogers Foods Ltd. (Armstrong),Specialty Mills,4420 Larkin Cross Rd.,Armstrong,BC,V0E 1B6,,
Rogers Foods Ltd.,Mix Plants,4420 Larkin Cross Rd.,Armstrong,BC,V0E 1B6,,
"Bruce Oakley, Inc.",Grain,4435 S. Arkansas Ave.,Russellville,AR,72802,,"500,000 bus up."
Rogers Foods Ltd.,Flour mills,44360 Simpson Rd.,Chilliwack,BC,V2R 4B7,,"9,500 cwts"
Rogers Foods Ltd. (Chilliwack),Specialty Mills,44360 Simpson Rd.,Chilliwack,BC,V2R 4B7,,
Archer Daniels Midland Co.,Grain,445 Phillips 400 Rd.,Helena,AR,72342,,"4,550,000 bus up."
"Farmers Grain Terminal, Inc.",Grain,"445 Port Terminal Rd., P.O. Box 669",Rosedale,MS,38769,,"1,924,000 bus up; 2,000,000 bus fl."
"Columbia Grain International, Llc",Grain,4458 Hwy. 16 S.,Plentywood,MT,59254,,"2,136,000 bus up"
"Columbia Grain International, Llc",Grain,4458 Hwy. 16 S.,Plentywood,MT,59254,,"1,641,000 bus up"
"Co-Alliance, Llp",Grain,4463 E. Hwy. 24,Goodland,IN,47948,,"2,400,000 bus up; 2,800,000 bus fl"
Sunnyland Mills,Specialty Mills,4469 E. Annadale Ave.,Fresno,CA,93725,,
Sunnyland Mills,Specialty Mills,4469 E. Annadale Ave.,Fresno,CA,93725,,600 cwts.
Bay State Milling Co.,Grain,"448 N. Main St., P.O. Box 358",Mooresville,NC,28115,,"800,000 bus up."
Bay State Milling Co.,Flour mills,"448 N. Main St., P.O. Box 358",Mooresville,NC,28115,,"10,000 cwts"
Bay State Milling Co.,Specialty Mills,"448 N. Main St., P.O. Box 358",Mooresville,NC,28115,,
P&H Milling Group,Flour mills,45 Church St. W.,Acton,ON,L7J 1K1,,"8,000 cwts"
Archer Daniels Midland Co.,Grain,450 Maple St.,Weldon,IL,61882,,"1,491,803 bus up."
"Dawn Food Products, Inc.",Specialty Mills,4500 Lipan St.,Denver,CO,80211,,
"Dawn Food Products, Inc.",Mix Plants,4500 Lipan St.,Denver,CO,80211,,
Ingredion,Specialty Mills,4501 Overdale Rd.,Winston-Salem,NC,27107,,
Consolidated Grain & Barge Co.,Grain,4510 S. Avalon Dr.,West Memphis,AR,72301,,"599,000 bus up."
"The Andersons, Inc.",Grain,454 Port Elevator Rd.,Tallulah,LA,71282,,"545,000 bus up; 2,100,000 bus fl."
Ardent Mills,Grain,4545 E. 64th Ave.,Commerce City,CO,80022,,"2,000,000 bus up."
Ardent Mills,Flour mills,4545 E. 64th Ave.,Commerce City,CO,80022,,"18,500 cwts"
Ardent Mills,Specialty Mills,4545 E. 64th Ave.,Commerce City,CO,80022,,
Ardent Mills,Specialty Mills,4545 E. 64th Ave.,Commerce City,CO,80022,,"1,800 cwts."
Agri-Way Partners,Grain,458 Hwy. 1 and 92 N.,Washington,IA,52353,,"400,000 bus up"
"Louis Dreyfus Company, Llc",Grain,46 Cargill Elevator Rd.,Cahokia,IL,62206,,"640,000 bus up."
"Commerce City Grain, Llc",Grain,4600 E. 64th Ave.,Commerce City,CO,80022,,"3,100,000 bus up."
Cooperative Elevator Co.,Grain,4600 Ruth Rd.,Ruth,MI,48470,,"3,000,000 bus up"
Cargill Aghorizons,Grain,4615 15th St. S.E. Calgary,AB,,T2G 3M9,,"2,500,000 bus up"
Grain Craft,Grain,463 W. Hwy. 26,Blackfoot,ID,83221,,"1,550,000 bus up."
Grain Craft,Flour mills,463 W. Hwy. 26,Blackfoot,ID,83221,,"16,500 cwts"
Thresher Artisan Wheat — Blackfoot,Grain,467 W. Hwy. 26,Blackfoot,ID,83221,,"2,200,500 bus up; 1,251,500 bus fl."
"Northwest Grain Growers, Inc.",Grain,46729 Mission Rd.,Pendelton,OR,97801,,"1,552,000 bus up."
"Cargill, Incorporated",Grain,"46750 - 70th Rd., P.O. Box 310",Gibbon,NE,68840,,"5,755,000 bus up."
"The Andersons, Inc.",Grain,4678 S. 1100 W.,Dunkirk,IN,47336,,"6,132,000 bus up; 2,100,000 bus fl."
Northern Country Coop,Grain,"4701 Hickory Ave., P.O. Box 156",Toeterville,IA,50481,,"1,657,000 bus up"
Western Consolidated Cooperative,Grain,47229 US Hwy. 12,Twin Brooks,SD,57269,,"8,300,000 bus up"
Consolidated Grain & Barge Co.,Grain,4743 Country Rd. 28,Waterloo,IN,46793,,"4,292,000 bus up"
"Bunge North America, Llc",Grain,480 E. Gings Rd.,Rushville,IN,46173,,"1,162,000 bus up; 1,150,000 bus fl"
"Cargill, Incorporated",Grain,4801 N.E. Birmingham Rd.,Kansas City,MO,64117,,"927,000 bus up."
"Panhandle Milling, Llc",Flour mills,4805 Farm Rd. 809,Dawn,TX,79025,,"5,000 cwts."
"Panhandle Milling, Llc",Specialty Mills,4805 Farm Rd. 809,Dawn,TX,79025,,
"Panhandle Milling, Llc",Specialty Mills,4805 Farm Rd. 809,Dawn,TX,79025,,
"Panhandle Milling, Llc",Specialty Mills,4805 Farm Rd. 809,Dawn,TX,79025,,
"Panhandle Milling, Llc (Phm Brands Co.)",Specialty Mills,4805 Farm Rd. 809,Dawn,TX,79025,,
"Ag Processing, Inc.",Specialty Mills,4815 8th Ave. N.E.,Aberdeen,SD,57401,,
Azteca Milling Amarillo,Specialty Mills,"4819 FM 809, P.O. Box 56",Dawn (Amarillo),TX,79025,,
Consolidated Grain & Barge Co.,Grain,485 Beroid St.,Jennings,LA,70546,,"1,702,000 bus up."
"The Andersons, Inc.",Grain,"485 S. Hemlock Rd., P.O. Box 499",Hemlock,MI,48626,,"4,687,000 bus up; 300,000 bus fl."
"Louis Dreyfus Company, Llc",Grain,489 David Works Dr.,Rosedale,MS,38769,,"2,225,000 bus up."
"Hopkinsville Elevator Co., Inc.",Grain,4895 Pembroke Rd,Hopkinsville,KY,42240,,"10,518,000 bus up"
Archer Daniels Midland,Grain,492 WW Rd.,Copeland,KS,67837,,"1,300,000 bus up"
Taste Maker Foods,Flour mills,495 Vaiden Dr.,Hernando,MS,38632,,"2,000 cwts."
Taste Maker Foods,Mix Plants,495 Vaiden Dr.,Hernando,MS,38632,,
Buffalo Creek Mills,Specialty Mills,"5 Park Avenue, RM of Rhineland Industrial",Park Altona,MB,R0G0B0,,
"Cargill, Incorporated",Grain,"500 E. State Rd. 28, P.O. Box 337",Tipton,IN,46072,,"4,296,000 bus up"
"Viterra Usa Grain, Llc",Grain,500 First Terr.,Nebraska City,NE,68410,,"5,724,000 bus up; 1,417,000 bus fl."
Ardent Mills,Flour mills,500 North St. W.,Harvey,ND,58341,,
Ardent Mills,Specialty Mills,500 North St. W.,Harvey,ND,58341,,"1,440 cwts"
Ardent Mills,Specialty Mills,500 North St. W.,Harvey,ND,58341,,"1,440 cwts"
Ardent Mills,Specialty Mills,500 North St. W.,Harvey,ND,58341,,"1,440 cwts"
Ardent Mills,Specialty Mills,500 North St. W.,Harvey,ND,58341,,"1,440 cwts."
Ardent Mills,Specialty Mills,500 North St. W.,Harvey,ND,58341,,"1,440 cwts"
Ardent Mills,Mix Plants,500 North St. W.,Harvey,ND,58341,,
"Busch Agricultural Resources, Llc",Grain,500 Railroad Ave.,Sutton,ND,58484,,"2,183,000 bus up"
Farmers Cooperative,Grain,500 W. North St.,Hanover,KS,66945,,"4,963,320 bus up"
"Bartlett Milling Co., Lp",Flour mills,5000 Wilson's Mill Rd.,Wilson's Mills,NC,27593,,"20,000 cwts"
Richardson Milling Ltd.,Specialty Mills,5005 Dakota Ave.,South Sioux City,NE,68776,,"6,200 cwts"
"Perdue Agribusiness Grain, Llc",Grain,501 Barnes Rd.,Chesapeake,VA,23324,,"2,200,000 bus up"
Farmers Cooperative,Grain,501 E. Main St.,Plymouth,NE,68424,,"3,660,589 bus up"
"New Cooperative, Inc.",Grain,501 Lake St.,Blairsburg,IA,50034,,"1,667,000 bus up."
"Greenfield Holdings, Llc",Grain,501 Port R.,Lake Providence,LA,71254,,"520,000 bus up. Rec: Truck."
"Agspring, Llc",Grain,501 Port Rd.,Lake Providence,LA,71254,,"473,000 bus up"
"Wheeler Brothers Grain Co., Inc.",Grain,501 Russworm Dr,Watonga,OK,73772,,"1,960,000 bus up."
"Didion Milling, Inc.",Grain,"501 S. Williams St., P.O. Box 495",Cambria,WI,53923,,"4,200,000 bus up"
"Didion Milling, Inc.",Specialty Mills,"501 S. Williams St., P.O. Box 495",Cambria,WI,53923,,"14,000 bus"
"Didion Milling, Inc.",Specialty Mills,"501 S. Williams St., P.O. Box 495",Cambria,WI,53923,,"4,000 cwts."
Grain Craft,Flour mills,501 S.E.,Emigrant Pendleton,OR,97801,,"6,000 cwts"
Grain Craft,Specialty Mills,501 S.E. Emigrant,Pendleton,OR,97801,,
Azteca Milling,Specialty Mills,501 W. Chapin Rd.,Edinburg,TX,78541,,"9,000 bus"
"Cormier Rice Milling Co., Inc.",Specialty Mills,"501 W. Third St., P.O. Box 152",De Witt,AR,72042,,"3,200,000 cwts"
Adm Milling Co.,Grain,5020 Shreve Ave.,St. Louis,MO,63115,,"2,000,000 bus up."
Adm Milling Co.,Flour mills,5020 Shreve Ave. St.,Louis,MO,63115,,"17,500 cwts"
Archer Daniels Midland Co.,Grain,503 S. Auger St. Mount,Auburn,IL,62547,,"3,450,043 bus up; 412,957 bus fl"
"Viterra Usa Grain, Llc",Grain,"505 E. Seventh St., P.O. Box 1480",Dubuque,IA,52001,,"435,000 bus up."
Archer Daniels Midland Co.,Grain,505 N. Fourth,Leoti,KS,67861,,"2,775,000 bus up; 500,000 bus fl."
Bakemark,Mix Plants,5079 N. Blackstock Rd.,Spartanburg,SC,29303,,
Ardent Mills,Grain,508 E. 25th St. N.,Wichita,KS,67214,,"5,000,000 bus up."
"Northwest Grain Growers, Inc.",Grain,50878 Hwy. 334,Athena,OR,97813,,"2,760,000 bus up."
